"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa01521","EGFR tyrosine kinase inhibitor resistance",64,0.455348207699459,1.92718119225946,0.000321205845112776,0.00493488980218719,0.00358090726848214,1665,"tags=34%, list=15%, signal=29%","NRG1/EGF/PDGFC/VEGFA/IGF1R/TGFA/BCL2L1/GAB1/FOXO3/JAK2/SOS2/BCL2L11/MAPK1/BRAF/PIK3R2/EIF4E/PDGFA/PLCG2/PTEN/MAP2K1/MAPK3/EIF4EBP1"
"hsa04010","MAPK signaling pathway",208,0.31790186625831,1.61921446391197,0.000315864180632887,0.00493488980218719,0.00358090726848214,2572,"tags=33%, list=23%, signal=26%","CACNA1E/EGF/GADD45A/PDGFC/VEGFA/IL1R1/IGF1R/TGFA/MAP3K8/STK3/FAS/IL1RAP/PPM1B/MAP3K2/MKNK1/FOS/MAPK14/SOS2/MAP2K6/PPP3R1/MAPK1/RAC1/CD14/PRKACA/TAOK2/INSR/BRAF/TGFB2/MAP3K5/TNF/PDGFA/HSPA1L/IKBKG/PPM1A/HSPA6/DUSP3/RASGRP4/CSF1/JUN/RAPGEF2/MAP2K1/STK4/MAPK3/DUSP1/GNA12/PAK1/EFNA3/RASA1/RPS6KA4/MYD88/TGFB1/PPP3CA/CACNB3/TGFBR1/MAP2K4/RAP1A/MAP3K6/MAP3K11/TNFRSF1A/MAP4K4/MAP3K3/GRB2/CHUK/TAB2/CACNA2D4/RPS6KA3/PAK2/IL1B"
"hsa04518","Integrin signaling",87,0.408436702566394,1.82138745533446,0.000410243607795036,0.00602879736672705,0.00437468011973654,1081,"tags=23%, list=10%, signal=21%","THBS1/ITGB3/EGF/ITGA2B/ITGB5/PDGFC/VEGFA/IGF1R/ITGA9/PARVB/TLN1/ITGB2/RAC1/LAMC1/FERMT3/PIK3R2/THBS2/ICAM1/PDGFA/VWF"
"hsa04144","Endocytosis",199,0.310900363882329,1.58141726366771,0.000538511818942923,0.00758404145011284,0.00550321288656584,2748,"tags=40%, list=25%, signal=30%","FOLR3/NEDD4L/IGF1R/ASAP1/PLD1/ZFYVE16/ACTR2/PIP5K1B/CLTCL1/EHD3/CXCR4/STAM2/EHD2/EPS15L1/PML/SNX3/MDM2/HSPA1L/CHMP1B/HSPA6/ACAP2/SH3GLB1/EHD4/RAB7A/FOLR2/AP2A2/RAB11A/PARD3/ARF3/ARFGEF1/RAB5C/HLA-F/SMAD2/IGF2R/AGAP2/RAB5A/SMAP2/CAPZB/RAB10/VTA1/RAB11B/IQSEC2/WIPF2/CXCR1/VPS37C/SH3GL1/CBL/TGFBR1/VPS37A/ARF4/RAB11FIP4/EHD1/KIF5B/ARAP1/AP2A1/CYTH4/USP8/MVB12B/ARAP3/PLD2/SMURF1/AP2B1/VPS26A/GIT2/EPN1/GRK6/RNF41/IST1/CHMP2B/CHMP2A/ASAP2/ACTR3B/IQSEC1/SNX6/AP2S1/ARPC4/RHOA/TFRC/CBLC"
"hsa05130","Pathogenic Escherichia coli infection",150,0.3401242079897,1.65508987783037,0.000620326846437677,0.00838681896383739,0.00608573285136753,3301,"tags=48%, list=30%, signal=34%","TUBB2A/IL1R1/CTTN/TNFSF10/WASF1/FAS/NAIP/NLRP3/FOS/ACTR2/MAPK14/SEC24D/MAPK1/CYFIP1/RAC1/TLR5/TUBB1/TNF/MYO5A/IL18/TLR4/CASP9/NFKBIA/ARHGEF11/IKBKG/TIRAP/TAB3/CLDN5/JUN/PYCARD/RAB1A/LPAR1/MAPK3/ROCK1/GAPDH/CLDN23/GNA12/SEC24B/PAK1/CASP1/WIPF2/F2R/MYD88/TUBA4A/FADD/ABI1/TNFRSF1A/CYTH4/CHUK/ABCF2/NFKBIB/TAB2/CLDN9/PAK2/IL1B/ACTR3B/ARPC4/RHOA/BAIAP2/ARHGEF2/TUBB3/CASP7/NCK2/MYO1G/HCLS1/CASP4/NCKAP1L/ARPC5/LPAR2/WASF2/TUBA1A/MYH9"
"hsa04657","IL-17 signaling pathway",61,0.445315870030655,1.85661712832609,0.000716943431623264,0.00897041504600287,0.00650920805268972,2970,"tags=49%, list=27%, signal=36%","LCN2/MMP9/CXCL5/IL17RA/FOS/MAPK14/MAPK1/CXCL1/ELAVL1/TNF/USP25/NFKBIA/S100A9/IKBKG/TAB3/JUN/MAPK3/FADD/CSF2/S100A8/CEBPB/MAPK6/CHUK/TAB2/TBK1/IL1B/MAPK7/MUC5B/MUC5AC/GSK3B"
"hsa05418","Fluid shear stress and atherosclerosis",102,0.373325181483543,1.70022725262404,0.000733096714889887,0.00897041504600287,0.00650920805268972,1705,"tags=29%, list=15%, signal=25%","ITGB3/MMP9/ITGA2B/MGST1/VEGFA/IL1R1/IL1R2/MEF2A/FOS/MAPK14/MAP2K6/RAC1/NFE2L2/MAP3K5/TNF/PIK3R2/ICAM1/THBD/PDGFA/IKBKG/CYBA/PECAM1/JUN/MGST2/PRKAA1/DUSP1/SQSTM1/TXN/CDH5/CALML4"
"hsa04015","Rap1 signaling pathway",134,0.351624628947211,1.67501975598904,0.000743111305586036,0.00897041504600287,0.00650920805268972,2736,"tags=36%, list=25%, signal=27%","DOCK4/THBS1/ITGB3/EGF/SIPA1L2/ITGA2B/PDGFC/VEGFA/IGF1R/TLN1/VAV3/MAPK14/MAP2K6/MAPK1/ITGB2/RAC1/GNAI3/INSR/BRAF/PIK3R2/PDGFA/RGS14/CSF1/RAPGEF2/MAP2K1/PARD3/LPAR1/MAPK3/GNAQ/CALML4/SIPA1L1/EFNA3/RAP1GAP/F2R/ADCY4/RAP1A/ARAP3/SIPA1/VASP/APBB1IP/ITGAM/GNAI2/FPR1/ADCY7/RALB/BCAR1/RHOA/ADCY3"
"hsa05417","Lipid and atherosclerosis",158,0.328045142185093,1.60966771365362,0.000787892724318034,0.00918302554549984,0.00666348474650097,2620,"tags=39%, list=24%, signal=30%","MMP9/SELP/TNFSF10/FAS/BCL2L1/TLR2/VAV3/NLRP3/MIB1/FOS/JAK2/MAPK14/TLR6/MAP2K6/PPP3R1/MAPK1/RAC1/CXCL1/NFE2L2/CD14/MAP3K5/RXRA/TNF/PIK3R2/CD36/ICAM1/IL18/TANK/TLR4/CASP9/HSPA1L/NFKBIA/CAMK2G/IKBKG/TIRAP/HSPA6/CYBA/JUN/PYCARD/MAPK3/CALML4/CASP1/IRF7/MYD88/PPP3CA/APAF1/MAP2K4/NCF1/RAP1A/NCF4/TNFRSF1A/CHUK/CYBB/TAB2/CAMK2B/LYN/ATF6/TBK1/IL1B/ABCA1/DDIT3"
"hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",16,0.662322303188803,1.99867089913891,0.000909408883110717,0.0102460067497141,0.00743481648297533,2202,"tags=56%, list=20%, signal=45%","CHST13/CHST11/DSE/CSGALNACT2/XYLT1/CHST7/CHPF2/CHST15/B3GALT6"
"hsa04140","Autophagy - animal",151,0.331598032858502,1.61358522407178,0.000946809569037396,0.0103232785269239,0.00749088725248602,1645,"tags=26%, list=15%, signal=23%","WDR41/RRAGD/WIPI1/IGF1R/MTMR3/BCL2L1/WDFY3/IRS1/IRS2/CTSD/MAPK1/ATG2B/CFLAR/CAMKK2/PRKACA/ATG3/DAPK1/PIK3R2/C9orf72/ATG7/DDIT4/DAPK2/TANK/CTSB/LAMP2/STX7/PRKCD/SH3GLB1/PTEN/RAB7A/RRAGC/MAP2K1/RAB1A/WDR45/PRKAA1/MAPK3/ATG9A/SQSTM1/ULK1/AKT1S1"
"hsa00600","Sphingolipid metabolism",34,0.53043220639535,1.94130247297486,0.00110516713840939,0.0116733278994492,0.00847052444899301,3190,"tags=59%, list=29%, signal=42%","B4GALT5/ACER3/GM2A/SMPD3/SAMD8/ASAH1/GALC/GLA/DEGS1/SGPL1/SPTLC1/SGMS2/NEU1/CERS2/CERS6/SPHK2/ARSA/GBA2/UGCG/SMPD1"
"hsa04668","TNF signaling pathway",97,0.384247102515221,1.74196450243907,0.00125629214819649,0.0124890219438357,0.00906241704426569,2480,"tags=40%, list=23%, signal=31%","MMP9/CXCL5/MAP3K8/IL18R1/FAS/FOS/MAPK14/MAP2K6/MAPK1/CXCL1/CFLAR/JAG1/MLKL/MAP3K5/TNF/BIRC2/PIK3R2/ICAM1/NFKBIA/NOD2/IKBKG/DAB2IP/TAB3/CSF1/JUN/MAP2K1/MAPK3/RHBDF2/RPS6KA4/FADD/MAP2K4/MMP14/SOCS3/CASP10/CSF2/TNFRSF1A/CEBPB/CHUK/TAB2"
"hsa04820","Cytoskeleton in muscle cells",113,0.364190331404353,1.69880931954701,0.00123307525018054,0.0124890219438357,0.00906241704426569,1717,"tags=27%, list=16%, signal=23%","DSC2/THBS1/ITGB3/ITGA2B/ITGB5/MYL9/VCAN/TMOD1/VIM/ITGA9/DAAM2/TPM1/SYNE1/TLN1/PDLIM7/ZYX/FBN2/AMPD3/THBS2/JUP/TMEM43/SNTB2/AGRN/TMOD2/DIAPH2/TMOD3/PDLIM5/COL9A3/VCL/CAPZB"
"hsa05144","Malaria",32,0.532449092642206,1.93346819093975,0.00137983564067751,0.0127551293571614,0.00925551273814576,2044,"tags=59%, list=19%, signal=48%","THBS1/CR1/SELP/TLR2/ITGB2/CR1L/TGFB2/TNF/THBS2/CD36/ICAM1/IL18/TLR4/PECAM1/ACKR1/MYD88/TGFB1/LRP1/GYPB"
"hsa04930","Type II diabetes mellitus",32,0.530157399734106,1.92514642759665,0.00150948276416111,0.0127551293571614,0.00925551273814576,1605,"tags=44%, list=15%, signal=37%","CACNA1E/HK2/SOCS1/IRS1/IRS2/MAPK1/HK3/INSR/TNF/HK1/PIK3R2/PRKCD/MAPK3/PKM"
"hsa03013","Nucleocytoplasmic transport",90,-0.373336816966564,-1.7150231055851,0.00138041316833922,0.0127551293571614,0.00925551273814576,3893,"tags=52%, list=35%, signal=34%","NUP188/SEC13/NXT1/IPO4/UBE2I/CSE1L/ALYREF/GLE1/NCBP2/NUP107/SAP18/XPOT/NUP160/RANGAP1/NUP85/RANBP2/NUP37/KPNA6/NXF1/KPNA1/DDX19B/SEH1L/EEF1A1/RAN/NUP62/NUP35/PHAX/UPF3A/NDC1/XPO7/NMD3/XPO5/THOC2/NUP88/NUP210/NUP43/SRRM1/TPR/IPO5/XPO4/THOC1/NUP205/IPO7/KPNA3/KPNA5/IPO9/XPO1"
"hsa04519","Cadherin signaling",163,0.319889263991794,1.56951366631623,0.00150590527455188,0.0127551293571614,0.00925551273814576,2980,"tags=40%, list=27%, signal=30%","DSC2/IGF1R/VIM/STK3/LHFPL2/DAAM2/WASF1/VAV3/KRT1/ACTR2/MAPK14/TMC4/MAPK1/CYFIP1/RAC1/ADAM10/ANKRD6/TAOK2/APC/SCN1B/APH1B/MOB1A/CTNNA1/JUP/LATS2/NFKBIA/KRT23/IKBKG/PSENEN/YWHAE/LATS1/MAP2K1/PTK2B/MAPK3/ROCK1/PCDHB13/TCF7L2/DVL3/CDH5/VCL/KRT33A/ACTN4/MOB1B/CREBBP/CELSR3/ACTN1/NCSTN/PRICKLE3/PCDH12/WWC1/EP300/CHUK/VASP/PSEN1/YWHAZ/WNT7B/ACTR3B/CDH22/ARPC4/RHOA/PPP1CB/ARHGAP35/GSK3B/MAP2K2/CTNNB1"
"hsa04810","Regulation of actin cytoskeleton",158,0.318694752772788,1.56378677224774,0.001398356648219,0.0127551293571614,0.00925551273814576,1834,"tags=26%, list=17%, signal=22%","ITGB3/EGF/ITGA2B/ITGB5/MYL9/PDGFC/GSN/ITGA9/WASF1/MYLK4/VAV3/PIP4K2A/ACTR2/SOS2/PIP5K1B/CXCR4/MAPK1/ITGB2/CYFIP1/RAC1/MYLK/PPP1R12A/IQGAP2/SSH3/BRAF/APC/PIK3R2/PDGFA/LIMK2/SLC9A1/DIAPH2/MAP2K1/LPAR1/MAPK3/ROCK1/SSH2/GNA12/PAK1/VCL/ACTN4/F2R"
"hsa04151","PI3K-Akt signaling pathway",213,0.298398630106532,1.52942663160565,0.0014422650249451,0.0127551293571614,0.00925551273814576,1755,"tags=24%, list=16%, signal=21%","THBS1/ITGB3/EGF/ITGA2B/ITGB5/PDGFC/VEGFA/IGF1R/TGFA/ITGA9/GNG11/BCL2L1/TLR2/FOXO3/IRS1/JAK2/SOS2/MYB/EPOR/BCL2L11/MAPK1/RAC1/LAMC1/GNB4/INSR/IL4R/RXRA/PIK3R2/THBS2/MDM2/EIF4E/PDGFA/DDIT4/VWF/TLR4/CASP9/IKBKG/PPP2R2D/CCND3/PTEN/YWHAE/CDKN1A/CSF1/MAP2K1/LPAR1/PRKAA1/MAPK3/PPP2R5B/COL9A3/EIF4EBP1/EFNA3/SYK"
"hsa00970","Aminoacyl-tRNA biosynthesis",20,-0.603799458329518,-1.92022120010756,0.00155959624424949,0.0128571592818616,0.0093295487781805,2624,"tags=60%, list=24%, signal=46%","FARS2/GATC/LARS2/NARS2/FARSB/YARS2/CARS2/QRSL1/RARS2/AARS2/EARS2/WARS2"
